image,path,label
"[[[173 122 112]
  [173 122 112]
  [173 122 112]
  ...
  [193 147 136]
  [193 147 136]
  [193 147 136]]

 [[173 122 112]
  [173 122 112]
  [173 122 112]
  ...
  [193 147 136]
  [193 147 136]
  [193 147 136]]

 [[173 122 112]
  [173 122 112]
  [173 122 112]
  ...
  [193 147 136]
  [193 147 136]
  [193 147 136]]

 ...

 [[ 17  10  13]
  [ 17  10  13]
  [ 17  10  13]
  ...
  [ 78  80  98]
  [ 78  80  98]
  [ 78  80  98]]

 [[ 17  10  13]
  [ 17  10  13]
  [ 17  10  13]
  ...
  [ 78  80  98]
  [ 78  80  98]
  [ 78  80  98]]

 [[ 17  10  13]
  [ 17  10  13]
  [ 17  10  13]
  ...
  [ 78  80  98]
  [ 78  80  98]
  [ 78  80  98]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001696.jpg,1
"[[[2 0 0]
  [3 1 1]
  [2 0 0]
  ...
  [0 0 1]
  [2 1 5]
  [2 1 5]]

 [[3 1 1]
  [3 1 1]
  [2 0 0]
  ...
  [0 0 1]
  [2 1 5]
  [2 1 5]]

 [[4 2 2]
  [4 2 2]
  [2 0 0]
  ...
  [0 0 1]
  [1 0 4]
  [1 0 4]]

 ...

 [[4 4 4]
  [0 0 0]
  [4 4 4]
  ...
  [2 0 0]
  [4 2 2]
  [3 1 1]]

 [[4 4 4]
  [0 0 0]
  [4 4 4]
  ...
  [2 0 0]
  [3 1 1]
  [2 0 0]]

 [[4 4 4]
  [0 0 0]
  [4 4 4]
  ...
  [2 0 0]
  [3 1 1]
  [2 0 0]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001710.jpg,1
"[[[239 246 225]
  [239 246 225]
  [239 246 225]
  ...
  [ 65  84  81]
  [ 66  85  82]
  [211 230 227]]

 [[239 246 225]
  [239 246 225]
  [239 246 225]
  ...
  [ 71  90  87]
  [ 71  90  87]
  [216 235 232]]

 [[241 246 225]
  [241 246 225]
  [241 246 225]
  ...
  [ 71  92  89]
  [ 71  92  89]
  [215 236 233]]

 ...

 [[178 205 215]
  [188 215 225]
  [187 214 224]
  ...
  [ 53  86 102]
  [ 51  84 100]
  [202 235 251]]

 [[176 202 214]
  [187 213 225]
  [186 212 224]
  ...
  [ 53  86 102]
  [ 51  84 100]
  [202 235 251]]

 [[176 202 214]
  [186 212 224]
  [184 210 222]
  ...
  [ 53  86 102]
  [ 51  84 100]
  [202 235 251]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001726.jpg,1
"[[[211 198 196]
  [212 199 197]
  [214 201 199]
  ...
  [ 39  10   3]
  [ 38   6   0]
  [ 38   6   0]]

 [[205 192 190]
  [206 193 191]
  [208 195 193]
  ...
  [ 39  10   3]
  [ 38   6   0]
  [ 38   6   0]]

 [[201 188 186]
  [203 190 188]
  [205 192 190]
  ...
  [ 39  10   3]
  [ 38   9   2]
  [ 38   9   2]]

 ...

 [[116 119 124]
  [117 120 125]
  [119 122 127]
  ...
  [ 27  33  38]
  [ 24  30  35]
  [ 24  30  35]]

 [[112 115 120]
  [114 117 122]
  [118 121 126]
  ...
  [ 38  44  49]
  [ 32  38  43]
  [ 32  38  43]]

 [[115 118 123]
  [116 119 124]
  [118 121 126]
  ...
  [ 55  61  66]
  [ 45  51  56]
  [ 45  51  56]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001737.jpg,1
"[[[215 200 197]
  [215 200 197]
  [215 200 197]
  ...
  [231 235 240]
  [231 235 240]
  [ 18  22  27]]

 [[214 199 196]
  [214 199 196]
  [215 200 197]
  ...
  [231 235 240]
  [232 236 241]
  [ 19  23  28]]

 [[213 198 195]
  [214 199 196]
  [215 200 197]
  ...
  [233 237 242]
  [233 237 242]
  [ 20  24  29]]

 ...

 [[  4   2   2]
  [  4   2   2]
  [  4   2   2]
  ...
  [ 89  89 101]
  [ 93  93 105]
  [ 17  17  29]]

 [[  5   3   3]
  [  8   6   6]
  [ 10   8   8]
  ...
  [ 89  89 101]
  [ 93  93 105]
  [ 17  17  29]]

 [[  7   5   5]
  [ 12  10  10]
  [ 15  13  13]
  ...
  [ 89  89 101]
  [ 93  93 105]
  [ 17  17  29]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00174.jpg,1
"[[[206 177 156]
  [206 177 156]
  [206 177 156]
  ...
  [255 251 216]
  [255 251 216]
  [255 251 216]]

 [[206 177 156]
  [206 177 156]
  [206 177 156]
  ...
  [255 251 216]
  [255 251 216]
  [255 251 216]]

 [[206 177 156]
  [206 177 156]
  [206 177 156]
  ...
  [255 251 216]
  [255 251 216]
  [255 251 216]]

 ...

 [[ 82  85  83]
  [ 82  85  83]
  [ 82  85  83]
  ...
  [ 31  21  11]
  [ 31  21  11]
  [ 31  21  11]]

 [[ 82  85  83]
  [ 82  85  83]
  [ 82  85  83]
  ...
  [ 30  20  10]
  [ 30  20  10]
  [ 30  20  10]]

 [[ 82  85  83]
  [ 82  85  83]
  [ 82  85  83]
  ...
  [ 30  20  10]
  [ 30  20  10]
  [ 30  20  10]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001752.jpg,1
"[[[  1   2   0]
  [  1   2   0]
  [  5   3   2]
  ...
  [  3   4   2]
  [  0   2   0]
  [  0   2   0]]

 [[  1   2   0]
  [  1   2   0]
  [  5   3   2]
  ...
  [  3   4   2]
  [  0   2   0]
  [  0   2   0]]

 [[  1   2   0]
  [  1   2   0]
  [  5   3   2]
  ...
  [  4   5   3]
  [  0   2   0]
  [  0   2   0]]

 ...

 [[ 63  57 158]
  [ 59  55 156]
  [ 59  52 156]
  ...
  [ 47  45 135]
  [ 48  46 136]
  [ 48  46 136]]

 [[ 65  60 159]
  [ 63  58 157]
  [ 61  56 155]
  ...
  [ 50  48 138]
  [ 50  48 138]
  [ 50  48 138]]

 [[ 70  63 160]
  [ 68  61 158]
  [ 66  59 156]
  ...
  [ 52  50 140]
  [ 52  50 140]
  [ 52  50 140]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001772.jpg,1
"[[[ 11   6   3]
  [  6   2   0]
  [102  93  89]
  ...
  [ 32  25  22]
  [ 32  25  22]
  [ 32  25  22]]

 [[ 11   6   3]
  [  6   2   0]
  [103  94  90]
  ...
  [ 32  25  22]
  [ 32  25  22]
  [ 32  25  22]]

 [[ 10   5   2]
  [  6   2   0]
  [104  95  91]
  ...
  [ 33  26  23]
  [ 33  26  23]
  [ 33  26  23]]

 ...

 [[  0   5   4]
  [  0   4   3]
  [ 64  77  79]
  ...
  [ 48  59  81]
  [ 48  59  81]
  [ 46  57  79]]

 [[  0   3   2]
  [  0   2   1]
  [ 60  73  75]
  ...
  [ 31  39  62]
  [ 36  44  67]
  [ 39  47  70]]

 [[  0   3   2]
  [  0   3   2]
  [ 60  73  75]
  ...
  [ 32  40  63]
  [ 24  32  55]
  [ 17  25  48]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001773.jpg,1
"[[[ 30  32  32]
  [ 31  33  33]
  [ 34  36  36]
  ...
  [  9  14  13]
  [  9  14  13]
  [  9  14  13]]

 [[ 32  34  34]
  [ 32  34  34]
  [ 35  37  37]
  ...
  [  9  14  13]
  [  9  14  13]
  [  9  14  13]]

 [[ 34  36  36]
  [ 35  37  37]
  [ 38  40  40]
  ...
  [  9  14  13]
  [  9  14  13]
  [  9  14  13]]

 ...

 [[ 79  95 102]
  [ 85 101 108]
  [ 87 103 110]
  ...
  [ 16  20  25]
  [ 16  20  25]
  [ 16  20  25]]

 [[ 77  93 100]
  [ 82  98 105]
  [ 85 101 108]
  ...
  [ 16  20  25]
  [ 16  20  25]
  [ 16  20  25]]

 [[ 75  88  96]
  [ 81  94 102]
  [ 84  97 105]
  ...
  [ 16  21  24]
  [ 16  21  24]
  [ 16  21  24]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001780.jpg,1
"[[[  4   0   0]
  [  7   2   3]
  [  4   0   0]
  ...
  [116 115 111]
  [120 119 115]
  [122 121 117]]

 [[  4   0   0]
  [  7   2   3]
  [  4   0   0]
  ...
  [117 116 112]
  [121 120 116]
  [124 123 119]]

 [[  2   0   0]
  [  5   3   3]
  [  2   0   0]
  ...
  [120 119 115]
  [124 123 119]
  [127 126 122]]

 ...

 [[  0   2   2]
  [  1   6   5]
  [  2   7   8]
  ...
  [ 56 126  96]
  [ 62 132 102]
  [ 72 142 112]]

 [[  0   1   1]
  [  0   3   2]
  [  0   4   5]
  ...
  [ 57 127  97]
  [ 61 131 101]
  [ 71 141 111]]

 [[  0   1   1]
  [  0   1   0]
  [  0   2   3]
  ...
  [ 54 124  94]
  [ 58 128  98]
  [ 67 137 107]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001782.jpg,1
"[[[92 88 93]
  [92 88 93]
  [93 89 94]
  ...
  [ 0  0  1]
  [ 0  0  1]
  [ 0  0  0]]

 [[92 88 93]
  [92 88 93]
  [92 88 93]
  ...
  [ 0  0  1]
  [ 0  0  1]
  [ 0  0  0]]

 [[91 87 92]
  [91 87 92]
  [92 88 93]
  ...
  [ 0  0  1]
  [ 0  0  1]
  [ 0  0  0]]

 ...

 [[35 45 52]
  [36 46 53]
  [37 47 54]
  ...
  [ 0  0  1]
  [ 0  0  1]
  [ 0  0  0]]

 [[34 44 51]
  [35 45 52]
  [36 46 53]
  ...
  [ 0  1  2]
  [ 0  0  1]
  [ 0  0  0]]

 [[34 44 51]
  [35 45 52]
  [36 46 53]
  ...
  [ 0  1  2]
  [ 0  0  1]
  [ 0  0  0]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001784.jpg,1
"[[[83 83 83]
  [83 83 83]
  [83 83 83]
  ...
  [29 18 44]
  [29 18 44]
  [29 18 44]]

 [[85 85 85]
  [85 85 85]
  [85 85 85]
  ...
  [29 18 44]
  [29 18 44]
  [29 18 44]]

 [[87 87 87]
  [87 87 87]
  [87 87 87]
  ...
  [29 18 44]
  [29 18 44]
  [29 18 44]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001789.jpg,1
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 24  21  23]
  [ 24  21  23]
  [ 24  21  23]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 24  21  23]
  [ 24  21  23]
  [ 24  21  23]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 24  21  23]
  [ 24  21  23]
  [ 24  21  23]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [112 118 129]
  [110 119 129]
  [110 119 129]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [108 114 125]
  [106 115 125]
  [106 115 125]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [106 112 123]
  [104 113 123]
  [104 113 123]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001790.jpg,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 82  63  60]
  [ 81  62  59]
  [ 80  61  58]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 83  64  61]
  [ 82  63  60]
  [ 81  62  59]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 85  66  63]
  [ 83  64  61]
  [ 82  63  60]]

 ...

 [[ 17  15  15]
  [ 18  16  16]
  [ 19  17  17]
  ...
  [ 45  50  59]
  [ 72  77  86]
  [ 87  92 101]]

 [[ 17  15  15]
  [ 18  16  16]
  [ 19  17  17]
  ...
  [ 42  47  56]
  [ 69  74  83]
  [ 84  89  98]]

 [[ 17  15  15]
  [ 18  16  16]
  [ 19  17  17]
  ...
  [ 41  46  55]
  [ 67  72  81]
  [ 82  87  96]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001791.jpg,1
"[[[ 46  34  34]
  [ 43  31  31]
  [ 41  29  29]
  ...
  [252 252 246]
  [252 252 246]
  [252 252 246]]

 [[ 45  33  33]
  [ 44  32  32]
  [ 43  31  31]
  ...
  [253 253 247]
  [253 253 247]
  [253 253 247]]

 [[ 44  32  32]
  [ 44  32  32]
  [ 45  33  33]
  ...
  [254 254 248]
  [254 254 248]
  [254 254 248]]

 ...

 [[142 122 121]
  [145 125 124]
  [146 126 125]
  ...
  [141 124 115]
  [141 124 115]
  [141 124 115]]

 [[143 123 122]
  [146 126 125]
  [147 127 126]
  ...
  [140 124 112]
  [140 124 112]
  [140 124 112]]

 [[143 123 122]
  [146 126 125]
  [147 127 126]
  ...
  [143 127 115]
  [143 127 115]
  [143 127 115]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001803.jpg,1
"[[[214 218 219]
  [214 218 219]
  [214 218 219]
  ...
  [143 168 224]
  [140 166 220]
  [140 166 220]]

 [[213 217 218]
  [214 218 219]
  [214 218 219]
  ...
  [143 168 224]
  [141 167 221]
  [141 167 221]]

 [[213 217 218]
  [213 217 218]
  [213 217 218]
  ...
  [142 167 223]
  [142 168 222]
  [142 168 222]]

 ...

 [[ 17  20  35]
  [ 16  21  36]
  [ 14  19  34]
  ...
  [ 33  36  64]
  [ 33  36  64]
  [ 33  36  64]]

 [[ 14  19  34]
  [ 13  20  35]
  [ 12  19  34]
  ...
  [ 48  52  80]
  [ 45  49  77]
  [ 45  49  77]]

 [[ 11  18  33]
  [ 12  19  34]
  [ 11  18  33]
  ...
  [ 75  79 107]
  [ 74  78 106]
  [ 74  78 106]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_001809.jpg,1
"[[[150 155 158]
  [151 156 159]
  [153 158 161]
  ...
  [239 240 231]
  [239 240 231]
  [239 240 231]]

 [[151 156 159]
  [151 156 159]
  [152 157 160]
  ...
  [239 240 231]
  [239 240 231]
  [239 240 231]]

 [[151 156 159]
  [151 156 159]
  [152 157 160]
  ...
  [239 240 231]
  [239 240 231]
  [239 240 231]]

 ...

 [[129 155 162]
  [131 157 164]
  [131 159 166]
  ...
  [ 93  92  88]
  [ 92  91  87]
  [ 91  90  86]]

 [[129 155 162]
  [129 157 164]
  [131 159 166]
  ...
  [ 67  68  64]
  [ 67  68  64]
  [ 67  68  64]]

 [[128 155 165]
  [125 154 163]
  [122 151 160]
  ...
  [ 38  39  37]
  [ 37  38  36]
  [ 36  37  35]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00182.jpg,1
"[[[244 250 255]
  [161 167 172]
  [184 190 195]
  ...
  [212 208 203]
  [211 207 202]
  [210 206 201]]

 [[245 251 255]
  [161 167 172]
  [184 190 195]
  ...
  [212 208 203]
  [211 207 202]
  [211 207 202]]

 [[245 251 255]
  [162 168 173]
  [184 190 195]
  ...
  [213 209 204]
  [211 207 202]
  [211 207 202]]

 ...

 [[255 255 250]
  [122 119 114]
  [125 122 117]
  ...
  [123 127 162]
  [123 127 162]
  [123 127 162]]

 [[252 250 242]
  [125 123 115]
  [135 133 125]
  ...
  [151 156 189]
  [152 157 190]
  [153 158 191]]

 [[252 250 242]
  [125 123 115]
  [135 133 125]
  ...
  [111 116 149]
  [112 117 150]
  [113 118 151]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00210.jpg,1
"[[[124 126 137]
  [124 126 137]
  [123 125 136]
  ...
  [246 245 247]
  [246 245 247]
  [246 245 247]]

 [[124 126 137]
  [124 126 137]
  [123 125 136]
  ...
  [246 245 247]
  [246 245 247]
  [246 245 247]]

 [[124 126 137]
  [124 126 137]
  [123 125 136]
  ...
  [246 245 247]
  [246 245 247]
  [246 245 247]]

 ...

 [[ 92 118 130]
  [ 69  94 104]
  [ 88 110 121]
  ...
  [ 47  47  47]
  [ 46  46  46]
  [ 46  46  46]]

 [[ 77  99 111]
  [ 44  63  76]
  [ 56  73  86]
  ...
  [ 47  47  47]
  [ 46  46  46]
  [ 46  46  46]]

 [[131 147 163]
  [ 83  99 112]
  [ 78  91 105]
  ...
  [ 47  47  47]
  [ 46  46  46]
  [ 46  46  46]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00219.jpg,1
"[[[ 20  20  26]
  [ 20  20  26]
  [ 20  20  26]
  ...
  [192 138 107]
  [192 138 107]
  [192 138 107]]

 [[ 21  21  27]
  [ 21  21  27]
  [ 21  21  27]
  ...
  [193 139 108]
  [193 139 108]
  [193 139 108]]

 [[ 22  22  28]
  [ 22  22  28]
  [ 23  23  29]
  ...
  [194 140 109]
  [194 140 109]
  [194 140 109]]

 ...

 [[  0   0   8]
  [ 36  45  55]
  [ 81  90 100]
  ...
  [ 51  65  83]
  [ 52  64  82]
  [ 51  63  81]]

 [[ 11  21  31]
  [ 58  68  78]
  [ 97 107 117]
  ...
  [ 46  60  78]
  [ 48  60  78]
  [ 48  60  78]]

 [[  9  21  31]
  [ 54  66  76]
  [ 91 101 111]
  ...
  [ 41  55  73]
  [ 45  57  75]
  [ 47  59  77]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00248.jpg,1
"[[[138 142 143]
  [137 141 142]
  [135 139 140]
  ...
  [239 220 223]
  [238 219 222]
  [238 219 222]]

 [[137 141 142]
  [137 141 142]
  [137 141 142]
  ...
  [241 222 225]
  [241 222 225]
  [242 223 226]]

 [[136 140 141]
  [137 141 142]
  [139 143 144]
  ...
  [241 225 226]
  [242 226 227]
  [242 226 227]]

 ...

 [[152 158 163]
  [161 167 172]
  [150 159 163]
  ...
  [ 90  86  97]
  [ 62  58  69]
  [ 58  54  65]]

 [[138 144 149]
  [152 158 163]
  [145 154 158]
  ...
  [ 74  70  81]
  [ 48  44  55]
  [ 46  42  53]]

 [[149 155 160]
  [148 154 159]
  [148 157 161]
  ...
  [ 56  52  63]
  [ 41  37  48]
  [ 42  38  49]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00283.jpg,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [150 162 180]
  [158 170 188]
  [172 184 202]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [158 170 188]
  [163 175 193]
  [164 176 194]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [167 180 196]
  [167 180 196]
  [156 169 185]]

 ...

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [134 149 158]
  [133 148 157]
  [132 147 156]]

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [143 158 167]
  [141 156 165]
  [138 153 162]]

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [143 158 167]
  [141 156 165]
  [138 153 162]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00316.jpg,1
"[[[254 230 210]
  [254 230 210]
  [254 230 210]
  ...
  [254 208 177]
  [254 208 177]
  [254 208 177]]

 [[254 230 210]
  [254 230 210]
  [254 230 210]
  ...
  [255 209 178]
  [255 209 178]
  [255 209 178]]

 [[254 230 210]
  [254 230 210]
  [254 230 210]
  ...
  [255 210 179]
  [255 210 179]
  [255 210 179]]

 ...

 [[181 178 180]
  [178 175 177]
  [174 171 173]
  ...
  [ 29  23  24]
  [ 29  23  24]
  [ 29  23  24]]

 [[181 178 180]
  [182 179 181]
  [179 176 178]
  ...
  [ 29  23  24]
  [ 29  23  24]
  [ 29  23  24]]

 [[181 178 180]
  [182 179 181]
  [179 176 178]
  ...
  [ 29  23  24]
  [ 29  23  24]
  [ 29  23  24]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00333.jpg,1
"[[[ 57  55  54]
  [ 58  56  55]
  [ 59  57  56]
  ...
  [149 150 164]
  [164 165 179]
  [173 174 188]]

 [[ 59  57  56]
  [ 60  58  57]
  [ 62  60  59]
  ...
  [144 147 161]
  [153 153 169]
  [156 159 173]]

 [[ 61  59  58]
  [ 62  60  59]
  [ 64  62  61]
  ...
  [137 142 157]
  [148 150 168]
  [150 155 170]]

 ...

 [[ 56 155  99]
  [ 63 164 102]
  [ 70 174 103]
  ...
  [130 130 130]
  [ 76  77  75]
  [ 37  38  36]]

 [[ 48 148  88]
  [ 55 157  92]
  [ 61 167  96]
  ...
  [143 141 141]
  [ 69  67  66]
  [ 63  61  60]]

 [[ 46 145  83]
  [ 51 151  85]
  [ 54 159  86]
  ...
  [162 163 161]
  [ 48  48  48]
  [ 53  53  53]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00374.jpg,0
"[[[ 8 10 20]
  [ 8 10 20]
  [ 8 10 20]
  ...
  [12 16 21]
  [12 16 21]
  [12 16 21]]

 [[ 8 10 20]
  [ 8 10 20]
  [ 8 10 20]
  ...
  [12 16 21]
  [12 16 21]
  [12 16 21]]

 [[ 8 10 20]
  [ 8 10 20]
  [ 8 10 20]
  ...
  [12 16 21]
  [12 16 21]
  [12 16 21]]

 ...

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 4  3  5]
  [ 4  3  5]
  [ 4  3  5]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 4  3  5]
  [ 4  3  5]
  [ 4  3  5]]

 [[ 2  2  2]
  [ 2  2  2]
  [ 2  2  2]
  ...
  [ 4  3  5]
  [ 4  3  5]
  [ 4  3  5]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00387.jpg,1
"[[[245 252 245]
  [245 252 245]
  [244 251 244]
  ...
  [103  96  71]
  [103  96  71]
  [101  97  69]]

 [[244 251 244]
  [244 251 244]
  [244 251 244]
  ...
  [105  94  72]
  [103  96  71]
  [101  97  69]]

 [[245 249 243]
  [246 250 244]
  [247 251 245]
  ...
  [110  99  77]
  [103  96  71]
  [103  96  71]]

 ...

 [[128 125 104]
  [129 126 105]
  [130 127 106]
  ...
  [128 129 120]
  [128 131 122]
  [128 131 122]]

 [[124 121 100]
  [124 121 100]
  [124 121 100]
  ...
  [127 128 119]
  [129 132 123]
  [129 132 123]]

 [[129 126 105]
  [128 125 104]
  [128 125 104]
  ...
  [127 128 119]
  [127 130 121]
  [127 130 121]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00563.jpg,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 97 112 104]
  [115 130 122]
  [145 160 152]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 96 111 103]
  [111 123 117]
  [130 145 137]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [100 112 106]
  [129 138 135]
  [150 162 156]]

 ...

 [[ 96  67  53]
  [ 94  65  51]
  [ 92  63  49]
  ...
  [203 202 206]
  [203 202 206]
  [203 202 206]]

 [[ 97  68  54]
  [ 95  66  52]
  [ 94  65  51]
  ...
  [203 202 206]
  [203 202 206]
  [203 202 206]]

 [[ 96  67  53]
  [ 96  67  53]
  [ 98  66  53]
  ...
  [200 199 203]
  [200 199 203]
  [201 200 204]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00571.jpg,1
"[[[128 124 105]
  [128 124 105]
  [128 124 105]
  ...
  [255 251 216]
  [255 251 216]
  [255 251 216]]

 [[127 123 104]
  [127 123 104]
  [127 123 104]
  ...
  [255 251 216]
  [255 251 216]
  [255 251 216]]

 [[126 122 103]
  [126 122 103]
  [126 122 103]
  ...
  [255 251 216]
  [255 251 216]
  [255 251 216]]

 ...

 [[151 147 129]
  [151 147 129]
  [151 147 129]
  ...
  [ 38  39  30]
  [ 43  44  35]
  [ 45  46  37]]

 [[151 147 129]
  [151 147 129]
  [151 147 129]
  ...
  [ 35  36  27]
  [ 38  39  30]
  [ 39  40  31]]

 [[151 147 129]
  [151 147 129]
  [151 147 129]
  ...
  [ 34  35  26]
  [ 35  36  27]
  [ 36  37  28]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00575.jpg,1
"[[[181 202 200]
  [171 192 190]
  [157 178 176]
  ...
  [101  97  92]
  [101  96  93]
  [101  96  93]]

 [[184 205 203]
  [197 218 216]
  [191 212 210]
  ...
  [101  97  92]
  [101  96  93]
  [101  96  93]]

 [[188 209 207]
  [179 200 198]
  [185 206 204]
  ...
  [101  97  92]
  [101  96  93]
  [101  96  93]]

 ...

 [[139 169 170]
  [144 174 175]
  [135 165 166]
  ...
  [201 228 232]
  [201 225 231]
  [203 225 231]]

 [[123 153 154]
  [132 162 163]
  [128 158 159]
  ...
  [201 228 232]
  [194 218 224]
  [196 218 224]]

 [[138 168 169]
  [150 180 181]
  [151 181 182]
  ...
  [201 228 232]
  [190 212 218]
  [192 211 218]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00666.jpg,1
"[[[ 92  96  97]
  [ 96 100 101]
  [100 104 105]
  ...
  [194 180 174]
  [196 182 176]
  [197 183 177]]

 [[ 90  94  95]
  [ 93  97  98]
  [ 98 102 103]
  ...
  [194 180 174]
  [195 181 175]
  [196 182 176]]

 [[ 86  90  91]
  [ 89  93  94]
  [ 94  98  99]
  ...
  [193 179 173]
  [194 180 174]
  [195 181 175]]

 ...

 [[ 90  91  89]
  [ 95  95  95]
  [ 90  90  96]
  ...
  [  2  12  29]
  [  0  10  28]
  [  4  14  31]]

 [[ 84  86  80]
  [ 83  84  80]
  [ 83  83  83]
  ...
  [  3  11  28]
  [  2  10  27]
  [  4  14  31]]

 [[ 94  93  89]
  [ 87  88  84]
  [ 90  90  90]
  ...
  [  4  11  26]
  [  4  11  26]
  [  7  16  30]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00697.jpg,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 254 253]
  [252 250 249]
  [252 250 249]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 253 252]
  [252 250 249]
  [252 250 249]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 253 252]
  [252 250 249]
  [252 250 249]]

 ...

 [[ 35  40  38]
  [ 71  76  74]
  [ 63  68  67]
  ...
  [ 92 142 130]
  [ 41 100  86]
  [ 35 100  85]]

 [[ 38  40  40]
  [ 76  78  78]
  [ 90  92  92]
  ...
  [ 52 105  91]
  [ 31  93  77]
  [ 24  92  75]]

 [[ 50  52  52]
  [ 45  47  47]
  [ 55  57  57]
  ...
  [ 46  99  85]
  [ 39 102  86]
  [ 34 102  85]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/sm_00717.jpg,1
